0.0	0.0
3.337	2.9760655877238487e-07
3.367	5.952131175447697e-07
3.379	8.928196763171546e-07
3.408	1.1904262350895395e-06
3.43	1.4880327938619245e-06
3.453	1.7856393526343094e-06
3.47	2.0832459114066944e-06
3.472	2.3808524701790794e-06
3.475	2.6784590289514644e-06
3.476	2.9760655877238493e-06
3.483	3.2736721464962343e-06
3.485	3.5712787052686193e-06
3.486	4.166491822813389e-06
3.491	4.464098381585773e-06
3.494	4.761704940358158e-06
3.497	5.0593114991305425e-06
3.498	5.356918057902927e-06
3.499	5.952131175447697e-06
3.502	6.2497377342200815e-06
3.506	6.547344292992466e-06
3.51	6.844950851764851e-06
3.511	7.142557410537235e-06
3.515	7.44016396930962e-06
3.516	7.737770528082005e-06
3.517	8.332983645626774e-06
3.519	8.63059020439916e-06
3.52	8.928196763171545e-06
3.527	9.523409880716314e-06
3.528	1.0118622998261083e-05
3.532	1.0416229557033469e-05
3.533	1.0713836115805854e-05
3.535	1.101144267457824e-05
3.537	1.1309049233350625e-05
3.54	1.160665579212301e-05
3.542	1.1904262350895396e-05
3.543	1.2201868909667781e-05
3.545	1.2499475468440166e-05
3.549	1.2797082027212552e-05
3.55	1.3094688585984937e-05
3.551	1.3689901703529706e-05
3.553	1.3987508262302092e-05
3.554	1.4285114821074477e-05
3.555	1.5177934497391632e-05
3.558	1.5475541056164017e-05
3.56	1.57731476149364e-05
3.561	1.6070754173708785e-05
3.562	1.6368360732481168e-05
3.564	1.696357385002594e-05
3.565	1.7261180408798323e-05
3.566	1.7856393526343094e-05
3.567	1.8154000085115477e-05
3.568	1.8749213202660248e-05
3.57	1.9046819761432632e-05
3.571	1.9344426320205015e-05
3.572	1.96420328789774e-05
3.573	2.0534852555294554e-05
3.574	2.0832459114066937e-05
3.575	2.113006567283932e-05
3.576	2.1427672231611705e-05
3.577	2.2022885349156476e-05
3.579	2.232049190792886e-05
3.58	2.2618098466701243e-05
3.581	2.2915705025473627e-05
3.582	2.321331158424601e-05
3.583	2.380852470179078e-05
3.584	2.4403737819335552e-05
3.586	2.4701344378107936e-05
3.587	2.559416405442509e-05
3.588	2.618937717196986e-05
3.589	2.73798034070594e-05
3.59	2.797501652460417e-05
3.591	2.8867836200921325e-05
3.592	2.9463049318466095e-05
3.593	3.035586899478325e-05
3.594	3.095108211232802e-05
3.595	3.124868867110041e-05
3.597	3.243911490618995e-05
3.598	3.303432802373472e-05
3.599	3.3331934582507104e-05
3.6	3.422475425882426e-05
3.601	3.4522360817596645e-05
3.602	3.511757393514141e-05
3.603	3.54151804939138e-05
3.604	3.6308000170230954e-05
3.606	3.720081984654811e-05
3.607	3.8093639522865263e-05
3.608	3.898645919918242e-05
3.609	3.987927887549957e-05
3.61	4.017688543427196e-05
3.611	4.1069705110589114e-05
3.612	4.166491822813388e-05
3.613	4.196252478690627e-05
3.614	4.2557737904451036e-05
3.615	4.404577069831296e-05
3.616	4.583141005094727e-05
3.617	4.702183628603681e-05
3.618	4.850986907989873e-05
3.619	4.91050821974435e-05
3.62	4.999790187376065e-05
3.621	5.178354122639496e-05
3.623	5.237875434393973e-05
3.624	5.2973967461484496e-05
3.625	5.386678713780165e-05
3.626	5.505721337289119e-05
3.627	5.6247639607980734e-05
3.628	5.833088551938743e-05
3.63	6.011652487202174e-05
3.631	6.160455766588366e-05
3.632	6.249737734220082e-05
3.633	6.27949839009732e-05
3.634	6.398541013606273e-05
3.635	6.606865604746942e-05
3.637	6.66638691650142e-05
3.638	6.696147572378657e-05
3.639	6.785429540010373e-05
3.64	6.874711507642088e-05
3.641	7.053275442905519e-05
3.642	7.112796754659997e-05
3.643	7.23183937816895e-05
3.644	7.380642657555143e-05
3.645	7.559206592818574e-05
3.646	7.64848856045029e-05
3.647	7.856813151590958e-05
3.648	7.975855775099912e-05
3.649	8.154419710363343e-05
3.65	8.452026269135727e-05
3.651	8.719872172030873e-05
3.652	9.047239386680497e-05
3.653	9.374606601330121e-05
3.654	9.553170536593552e-05
3.655	9.821016439488698e-05
3.656	9.999580374752129e-05
3.657	0.00010207904965892798
3.658	0.00010356708245278991
3.659	0.00010624554148174137
3.66	0.00010922160706946522
3.661	0.00011190006609841668
3.662	0.00011368570545105099
3.663	0.00011428091856859576
3.664	0.00011606655792123007
3.665	0.00011844741039140916
3.666	0.000121423475979133
3.667	0.00012380432844931208
3.668	0.00012618518091949115
3.669	0.00012856603338967022
3.67	0.00013154209897739408
3.671	0.00013362534488880077
3.672	0.00013600619735897984
3.673	0.0001383870498291589
3.674	0.00014106550885811038
3.675	0.00014374396788706183
3.676	0.00014701764003355807
3.677	0.00015088652529759907
3.678	0.00015177934497391624
3.679	0.00015535062367918486
3.68	0.00015713626303181917
3.681	0.00015951711550199824
3.682	0.0001624931810897221
3.683	0.0001663620663537631
3.684	0.00016874291882394216
3.685	0.00017112377129412123
3.686	0.00017499265655816223
3.687	0.00017826632870465847
3.688	0.00018094478773360994
3.689	0.00018421845988010618
3.69	0.0001877897385853748
3.691	0.00019195623040818818
3.692	0.00019522990255468442
3.693	0.00019850357470118065
3.694	0.00020445570587662834
3.695	0.0002071341649055798
3.696	0.00021130065672839317
3.697	0.0002145743288748894
3.698	0.00021993124693279233
3.699	0.00022499055843192288
3.7	0.0002285618371371915
3.701	0.00023540678798895636
3.702	0.00024195413228194883
3.703	0.00024760865689862416
3.704	0.0002511799356038928
3.705	0.00025564403398547857
3.706	0.00025981052580829195
3.707	0.0002648698373074225
3.708	0.00026963154224778063
3.709	0.00027290521439427684
3.71	0.00027736931277586263
3.711	0.0002818334111574484
3.712	0.0002862975095390342
3.713	0.0002922496407144819
3.714	0.00029730895221361246
3.715	0.00030355868994783253
3.716	0.00030921321456450784
3.717	0.0003163557719750451
3.718	0.0003211174769154032
3.719	0.00032855764088471286
3.72	0.0003348073786189329
3.721	0.0003398666901180635
3.722	0.0003452236081759664
3.723	0.00035147334591018644
3.724	0.00035742547708563416
3.725	0.00036724649352512284
3.726	0.00037617469028829436
3.727	0.00038391246081637636
3.728	0.00039045980510936883
3.729	0.0003993880018725404
3.73	0.0004074233789593948
3.731	0.00041456593636993204
3.732	0.00041843482163397307
3.733	0.0004252797724857379
3.734	0.00043242232989627513
3.735	0.00044164813321821906
3.736	0.00044968351030507346
3.737	0.00045771888739192787
3.738	0.00046753990383141655
3.739	0.00047736092027090524
3.74	0.00048539629735775964
3.741	0.0004937292810033864
3.742	0.0005017646580902408
3.743	0.0005086096089420056
3.744	0.000520513871292901
3.745	0.0005279540352622107
3.746	0.0005368822320253822
3.747	0.0005478936746999604
3.748	0.000556821871463132
3.749	0.0005654524616675312
3.75	0.0005743806584307027
3.751	0.0005836064617526467
3.752	0.0005949155109859973
3.753	0.000604736527425486
3.754	0.0006130695110711128
3.755	0.0006217001012755119
3.756	0.0006297354783623663
3.757	0.0006392588882430826
3.758	0.0006481870850062541
3.759	0.0006591985276808324
3.76	0.0006687219375615486
3.761	0.0006782453474422649
3.762	0.0006895543966756155
3.763	0.0006996730196738766
3.764	0.0007103868557896825
3.765	0.0007231839378168951
3.766	0.0007368738395204247
3.767	0.0007466948559599134
3.768	0.0007583015117520364
3.769	0.0007719914134555661
3.77	0.0007871693479529577
3.771	0.0007996688234213978
3.772	0.0008142515448012447
3.773	0.0008300246924161811
3.774	0.000846988266266207
3.775	0.0008639518401162329
3.776	0.0008767489221434455
3.777	0.0008925220697583819
3.778	0.0009053191517855944
3.779	0.0009190090534891241
3.78	0.0009347822011040605
3.781	0.0009511505618365417
3.782	0.0009642452504225266
3.783	0.0009791255783611458
3.784	0.0009963867587699442
3.785	0.0010145407588550597
3.786	0.0010365636442042161
3.787	0.0010541224311717869
3.788	0.0010698955787867232
3.789	0.0010862639395192043
3.79	0.001102334693692913
3.791	0.0011190006609841665
3.792	0.0011338809889227858
3.793	0.0011535230218017631
3.794	0.0011716770218868787
3.795	0.0011922118744421733
3.796	0.0012127467269974679
3.797	0.0012320911533176728
3.798	0.001250840366520333
3.799	0.0012683991534879037
3.8	0.0012922076781896946
3.801	0.0013139329569800786
3.802	0.001330598924271332
3.803	0.0013493481374739923
3.804	0.0013704782031468317
3.805	0.0013880369901144024
3.806	0.0014112503016986484
3.807	0.0014344636132828945
3.808	0.001456486498632051
3.809	0.0014761285315110283
3.81	0.0014954729578312332
3.811	0.0015171982366216172
3.812	0.001546363679381311
3.813	0.0015663033188190608
3.814	0.0015921950894322583
3.815	0.0016130275485463253
3.816	0.0016410025650709294
3.817	0.001666299122566582
3.818	0.001692488499738552
3.819	0.0017171898441166599
3.82	0.0017401055491421335
3.821	0.0017642116804026968
3.822	0.0017909962706922115
3.823	0.0018151024019527747
3.824	0.0018481367299765094
3.825	0.0018725404677958448
3.826	0.0019023011236730834
3.827	0.0019290857139625981
3.828	0.0019642032878977394
3.829	0.001993963943774978
3.83	0.002024915025887306
3.831	0.0020555685014408617
3.832	0.00208651958355319
3.833	0.0021195539115769248
3.834	0.002150802600248025
3.835	0.0021781824036550845
3.836	0.0022115143382375915
3.837	0.0022442510597025537
3.838	0.002280856666431557
3.839	0.0023118077485438852
3.84	0.002345437289685165
3.841	0.0023808524701790785
3.842	0.0024132915850852686
3.843	0.0024466235196677756
3.844	0.0024790626345739656
3.845	0.002520132339684555
3.846	0.002557630766089875
3.847	0.0025930459465837888
3.848	0.002635008471370695
3.849	0.0026710188649821534
3.85	0.0027076244717111567
3.851	0.002743932471881388
3.852	0.0027841093573156596
3.853	0.0028278575214552002
3.854	0.0028683320134482446
3.855	0.002909401718558834
3.856	0.002954935522051009
3.857	0.002993624374691419
3.858	0.0030397533913011383
3.859	0.003080525489852955
3.86	0.003127844932697764
3.861	0.003171295490278532
3.862	0.0032153412609768448
3.863	0.0032635535234979713
3.864	0.0033084921138726016
3.865	0.003353133097688459
3.866	0.003406404671708716
3.867	0.003458783426052656
3.868	0.0035078885082500994
3.869	0.0035584816232414047
3.87	0.003618002934995882
3.871	0.0036763338205152694
3.872	0.0037313910338881606
3.873	0.0037822817554382386
3.874	0.0038355533294584954
3.875	0.003890312936272614
3.876	0.003944179723410416
3.877	0.00399834411710699
3.878	0.004048639625539523
3.879	0.004101613593001007
3.88	0.004164408576901981
3.881	0.004217680150922238
3.882	0.0042688684790310885
3.883	0.004331068249814517
3.884	0.004388506315657587
3.885	0.004451301299558561
3.886	0.004503977660461273
3.887	0.004568855890273653
3.888	0.004634031726644805
3.889	0.004692957825281737
3.89	0.004751883923918669
3.891	0.004812893268467008
3.892	0.004886402088483787
3.893	0.004953958777325118
3.894	0.005026872384224352
3.895	0.0050843104500674224
3.896	0.005153057565143843
3.897	0.0052203166474264024
3.898	0.005289658975620368
3.899	0.005361977369402058
3.9	0.005441140714035513
3.901	0.00551197107502334
3.902	0.005589051173745388
3.903	0.005661369567527078
3.904	0.005735473600661401
3.905	0.005806899174766774
3.906	0.005877729535754601
3.907	0.005964630650916137
3.908	0.006039627503726778
3.909	0.006121469307389184
3.91	0.0061970613733173694
3.911	0.006268784553981514
3.912	0.006345269439586017
3.913	0.006429492095718602
3.914	0.0065190716699090896
3.915	0.0066032943260416746
3.916	0.006684540916586536
3.917	0.006782155867863878
3.918	0.00687114022893682
3.919	0.006960124590009763
3.92	0.007049108951082706
3.921	0.0071407717711846
3.922	0.007228565706022454
3.923	0.0073160620343015355
3.924	0.007408320067520974
3.925	0.007496114002358828
3.926	0.00758747921590195
3.927	0.007692831937707374
3.928	0.007784494757809269
3.929	0.007883597741880473
3.93	0.007981510299716587
3.931	0.008079422857552702
3.932	0.008189537284298484
3.933	0.008290723514281095
3.934	0.0083898264983523
3.935	0.008505000236597213
3.936	0.00861809072893072
3.937	0.008716003286766834
3.938	0.008832962664364381
3.939	0.008938017779611033
3.94	0.009049322632591904
3.941	0.009158841846220142
3.942	0.009266277813936973
3.943	0.009369249683272218
3.944	0.009488589913339944
3.945	0.009599597159762044
3.946	0.009723103881652583
3.947	0.0098436345379554
3.948	0.00995226093190732
3.949	0.010072493981651363
3.95	0.010192727031395406
3.951	0.01031415050737454
3.952	0.010449263885057201
3.953	0.010570984967595107
3.954	0.01069865818130846
3.955	0.010829605067168308
3.956	0.010967992116997467
3.957	0.011095962937269593
3.958	0.011221255298512766
3.959	0.011366189692634917
3.96	0.011503683922787758
3.961	0.011655165661202902
3.962	0.0117920646782382
3.963	0.011942355990418254
3.964	0.012077469368100916
3.965	0.012209309073637082
3.966	0.012360195598934682
3.967	0.012501558714351565
3.968	0.012641433796974586
3.969	0.012800950912476584
3.97	0.012943504454128556
3.971	0.013098259864690195
3.972	0.013256884160515877
3.973	0.01341580606290033
3.974	0.013570859080020743
3.975	0.013725019277464839
3.976	0.013899119114346685
3.977	0.01406458836102413
3.978	0.014227676755231396
3.979	0.014388681903527257
3.98	0.014550282264940663
3.981	0.014715156298500565
3.982	0.014885982463235914
3.983	0.015055915808294946
3.984	0.015228230005824158
3.985	0.015397865744324417
3.986	0.015569287122177311
3.987	0.015758267286997776
3.988	0.015935640796026117
3.989	0.016110038239466735
3.99	0.016298720797728428
3.991	0.01646508286408219
3.992	0.0166546582420202
3.993	0.016839174308459076
3.994	0.017023987981456726
3.995	0.01721683703154123
3.996	0.017418614278388908
3.997	0.017602535131710242
3.998	0.0178034195588816
3.999	0.018002220740141555
4.0	0.01818882005249184
4.001	0.01838494277472284
4.002	0.018605766841331948
4.003	0.018809032120973488
4.004	0.01901170218749748
4.005	0.019225086090137282
4.006	0.01942686333698496
4.007	0.0196387592068309
4.008	0.01986345215870405
4.009	0.02007058632360963
4.01	0.02029646970171787
4.011	0.020529198030677875
4.012	0.020757759867815067
4.013	0.02097531026227768
4.014	0.021194051082975382
4.015	0.021432433936552062
4.016	0.021662781413041888
4.017	0.021899081020707162
4.018	0.022149070530075966
4.019	0.02237525151474298
4.02	0.022620181712612653
4.021	0.022871064041657774
4.022	0.023115399026409904
4.023	0.02335110342095763
4.024	0.023591569520445718
4.025	0.023841856636373292
4.026	0.02410494083432808
4.027	0.024359989655196014
4.028	0.024628133164649933
4.029	0.024872468149402062
4.03	0.02513525474079808
4.031	0.025396553299400233
4.032	0.025653685366179572
4.033	0.02590188923619574
4.034	0.026174794450590018
4.035	0.026450080517454472
4.036	0.02672685461711279
4.037	0.02700124786430093
4.038	0.027285462127928557
4.039	0.027568485965321094
